StartDate,EndDate,TS,Gend,Ex,susp_code,Inst.tot,Cont.tot,distA,distB,mfq1,mfq2,mfq3,mfq4,mfq5,mfq6,mfq7,mfq8,mfq9,mfq10,mfq11,mfq12,mfq13,mfq14,mfq15,mfq16,mfq17,mfq18,mfq19,mfq20,mfq21,mfq22,mfq23,mfq24,mfq25,mfq26,mfq27,mfq28,mfq29,relevance,severity,angry,warm,disgust,admire,rf1,rf2,rf3,rf4,rf5,rf6,rf7,rf8,rf9,rf10,rf11,rf12,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,ie1,ie2,ie3,ie4,ie5,ie6,ie7,ie8,ie9,ie10,ie11,ie12,ie13,ie14,ie15,ie16,ie17,ie18,ie19,ie20,sex,age,race,Q162_6_TEXT,ses,income,big,relaff,Q172_1_TEXT,Q172_10_TEXT,rel_if,pray,relserv,relint,pol_for,pol_econ,pol_soc,pol_rel,pol_or,enjoy,task,cond
4/9/2016 12:53,4/9/2016 13:33,1:00-2:00,2,3,4,,8,5,5,5,5,4,6,5,5,4,4,4,4,4,5,5,5,6,5,5,6,6,5,5,5,5,5,4,5,6,6,6,3,2,1,3,2,1,6,8,8,7,7,5,8,3,2,6,5,5,8,5,6,2,7,8,3,6,3,3,3,5,5,9,6,5,5,4,6,6,6,6,3,4,6,4,4,4,6,5,7,5,2,20,5,,2,6,1,2,,,3,5,4,5,6,6,6,6,2,1,Cont,Care
4/13/2016 12:20,4/13/2016 12:53,12:30-3:30,1,6,2,,8,5,5,2,5,4,5,5,4,3,4,5,2,3,5,5,5,5,4,2,3,6,1,6,6,4,6,6,1,5,3,6,5,3,1,4,1,5,4,9,1,9,6,4,9,4,6,5,2,8,9,9,9,6,7,7,3,3,4,7,5,5,7,7,9,4,6,5,4,4,6,6,6,3,5,3,6,6,4,3,3,6,1,19,3,,3,6,3,2,,,2,3,2,5,6,6,2,1,7,1,Cont,Care
4/13/2016 14:04,4/13/2016 14:46,2:30-3:30,1,6,3,,8,5,5,1,5,1,4,2,3,4,1,1,2,2,5,5,5,1,1,2,5,6,1,6,1,2,2,1,4,1,1,6,1,2,1,1,1,1,1,9,1,9,3,1,9,1,9,9,1,9,9,9,9,7,8,2,1,5,8,9,5,9,9,9,9,1,2,5,2,2,5,5,9,1,5,6,1,3,1,1,1,1,1,20,5,,3,4,2,10,,New Age Spirituality do not pray but meditate,1,5,1,1,1,1,1,1,7,3,Cont,Care
4/13/2016 16:11,4/13/2016 17:08,4:30-5:30,2,4,1,,8,2,8,4,5,3,5,5,5,4,5,4,3,4,6,6,4,4,3,5,6,6,2,6,4,4,4,3,4,6,4,6,3,2,1,1,3,1,6,4,6,9,5,7,9,3,5,6,5,8,9,8,8,6,8,5,6,7,7,7,7,9,6,6,6,4,5,5,5,6,6,6,5,4,5,5,5,6,4,7,7,6,2,19,5,,3,4,1,1,Disciples of Christ,,3,4,5,7,4,3,2,3,5,1,Cont,Purity
4/14/2016 10:38,4/14/2016 11:17,11:00-12:00,2,5,1,,8,5,5,2,5,4,6,5,5,5,5,5,3,4,5,5,4,4,2,4,5,5,2,6,3,4,4,4,4,4,3,4,4,3,1,1,1,1,2,7,2,9,3,3,8,2,5,6,3,8,6,6,5,5,6,5,6,6,6,5,3,6,6,6,8,4,6,5,4,4,4,4,5,4,6,6,4,5,6,5,4,6,2,20,5,,2,,1,9,,,3,5,3,6,4,4,1,1,5,3,Cont,Care
4/14/2016 11:22,4/14/2016 12:31,12:00-1:00,2,5,1,,7,6,4,4,5,4,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,4,5,5,3,4,5,1,5,5,5,2,4,2,1,4,1,7,6,8,9,4,4,8,6,3,3,6,7,9,6,6,5,6,4,4,6,6,6,5,6,4,6,5,6,5,3,6,5,4,6,4,2,2,6,2,6,4,5,5,4,2,19,5,,2,7,1,2,,,3,4,4,8,5,5,4,5,3,3,Cont,Purity
4/14/2016 12:04,4/14/2016 12:59,12:30-1:30,2,2,1,,8,5,5,6,6,6,6,5,6,6,6,5,5,6,6,6,6,6,6,6,5,6,4,6,6,5,5,4,3,6,6,6,4,1,1,5,1,3,9,1,9,1,9,9,1,7,1,1,9,1,4,4,4,4,4,4,6,9,8,4,1,9,1,9,1,6,9,1,9,9,1,5,1,1,9,9,9,1,5,9,9,9,2,19,3,,3,5,1,1,Mormons,The Church of Jesus Christ of LatterDay Saints,5,6,5,7,2,6,7,7,2,2,Cont,Care
4/14/2016 13:46,4/14/2016 14:36,2:00-3:00,2,5,1,,8,5,5,5,5,4,4,4,5,3,4,5,2,4,4,5,2,4,4,3,5,6,4,4,5,5,6,4,3,6,4,4,2,2,1,2,1,1,8,4,5,4,5,5,4,4,3,3,5,5,6,4,4,4,4,5,4,4,4,4,4,4,4,5,5,5,4,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,2,19,5,,2,7,1,1,Baptist,,2,4,4,4,6,6,6,6,2,3,Cont,Care
4/14/2016 14:48,4/14/2016 15:24,3:00-4:00,1,6,1,,8,5,5,5,6,3,5,5,6,3,2,3,4,3,5,5,5,2,2,5,4,4,3,6,5,5,4,4,3,6,5,6,2,2,1,1,2,1,4,7,6,8,3,1,7,1,6,5,4,7,6,6,7,5,9,8,3,7,6,9,6,8,5,7,6,5,7,7,6,9,6,6,6,4,4,4,6,4,6,5,6,6,1,20,5,,3,6,1,2,,,3,4,4,6,6,5,5,6,3,3,Cont,Purity
4/16/2016 12:58,4/16/2016 13:23,1:00-2:00,2,3,1,,8,5,5,6,6,6,6,6,6,6,6,3,1,6,6,6,3,6,3,6,6,6,6,6,6,1,5,1,4,6,4,6,2,2,1,1,5,1,9,1,4,4,9,9,6,6,1,5,9,1,9,4,9,9,5,1,1,9,9,9,9,1,1,9,1,4,9,5,6,9,4,6,1,1,9,5,5,1,1,6,9,6,2,19,1,,3,4,1,1,Baptist,,2,4,4,7,1,1,1,1,7,1,Cont,Purity
4/18/2016 13:10,4/18/2016 13:56,1:30-2:30,1,6,3,,8,8,2,5,5,3,5,5,4,4,5,4,3,5,3,3,3,4,4,2,4,4,5,4,2,4,4,5,1,4,4,4,3,2,2,2,3,2,6,4,5,4,6,5,6,6,4,4,5,5,6,6,5,4,4,9,4,5,4,6,4,4,6,6,4,6,4,4,6,4,4,4,4,4,5,5,9,4,4,9,6,5,1,20,5,,1,7,1,1,Non-Denominational,,4,4,4,7,4,6,3,4,3,3,Cont,Care
4/18/2016 14:15,4/18/2016 14:59,2:30-3:30,1,6,4,,8,10,0,2,3,1,4,3,3,3,4,5,2,2,6,4,4,4,4,3,4,4,2,5,5,4,4,5,3,5,5,5,5,1,1,2,1,1,7,5,6,3,4,3,9,7,1,5,6,3,4,4,5,5,6,6,3,5,2,3,3,5,3,6,3,6,3,3,5,4,2,6,5,3,5,5,4,4,4,4,5,4,1,19,5,,3,5,1,1,Non-Denominational,,3,6,5,7,6,6,4,6,3,1,Cont,Purity
4/19/2016 13:31,4/19/2016 14:34,2:00-3:00,2,4,1,,8,0,10,6,5,2,5,5,6,5,6,6,6,5,6,5,5,5,4,3,4,3,4,3,3,2,4,5,2,5,4,4,1,4,4,1,3,1,8,1,7,1,8,9,1,8,1,1,9,1,2,4,5,5,6,6,4,6,2,3,2,5,1,6,1,6,4,2,7,6,4,2,1,1,9,6,6,1,2,8,8,5,2,18,5,,1,7,1,1,Baptist,,5,5,4,7,6,6,6,6,2,1,Cont,Care
4/20/2016 13:02,4/20/2016 13:58,1:30-2:30,1,6,3,,8,9,1,2,5,4,5,6,5,2,5,6,4,4,5,5,5,4,2,6,5,6,2,6,1,5,6,4,2,6,5,4,1,4,1,4,1,2,7,9,3,9,8,4,9,3,8,5,4,9,9,9,5,7,8,3,2,7,7,7,6,8,6,7,9,2,6,7,6,4,4,7,7,4,3,2,8,7,6,4,5,8,1,19,5,,2,1,1,2,,,2,4,3,7,3,5,3,4,4,3,Cont,Care
4/20/2016 14:06,4/20/2016 15:10,2:30-3:30,1,6,1,,8,6,4,2,4,5,5,2,3,5,4,4,2,2,3,4,5,5,2,2,4,1,4,6,4,4,4,5,1,5,1,6,1,2,1,1,4,2,5,8,2,9,1,1,6,1,6,7,1,9,9,8,6,5,5,5,4,7,6,8,4,4,6,1,9,2,1,6,1,6,9,3,9,5,4,1,5,7,6,2,1,1,1,19,5,,2,7,1,1,Methodist,,2,2,2,4,6,6,2,4,3,3,Cont,Purity
4/21/2016 10:56,4/21/2016 11:25,11:00-12:00,2,5,3,,8,5,5,5,5,4,5,4,4,4,5,5,2,4,6,5,4,6,4,6,6,5,4,6,3,3,3,5,4,5,6,6,3,2,1,1,2,1,6,2,7,2,1,2,3,9,1,1,8,1,9,5,7,6,8,5,3,7,3,3,7,7,1,9,2,8,3,7,9,7,4,8,1,5,9,9,8,1,7,9,9,4,2,19,5,,1,7,1,1,Non-Denominational,,4,5,5,9,3,4,3,3,4,1,Cont,Purity
4/21/2016 11:55,4/21/2016 13:00,12:30-1:30,2,2,1,,8,7,3,5,6,4,6,6,6,5,6,6,3,4,6,4,5,4,6,4,6,2,4,6,5,4,3,3,2,6,6,5,1,3,1,1,4,1,6,1,1,3,8,4,9,6,2,1,7,2,9,5,6,4,6,9,6,6,3,2,1,9,9,9,1,6,7,4,9,9,3,9,1,1,9,9,7,1,1,8,8,7,2,21,1,,2,7,1,1,Baptist,,4,6,6,8,4,4,3,7,4,3,Cont,Purity
4/21/2016 13:43,4/21/2016 14:43,2:00-3:00,2,5,2,,8,5,5,4,5,5,4,6,6,2,6,6,2,6,5,6,5,2,3,4,6,5,4,6,5,3,5,5,3,6,6,6,4,3,3,1,1,1,6,6,8,5,6,7,6,4,2,4,6,7,8,2,4,4,6,4,4,6,4,6,2,5,4,6,4,6,6,6,7,9,7,9,5,4,8,9,5,4,5,9,8,8,2,19,3,,2,6,1,2,,,3,4,4,9,4,4,4,4,4,1,Cont,Care
4/22/2016 15:38,4/22/2016 16:40,3:45-4:45,2,3,3,,8,5,5,6,4,2,6,6,6,2,6,6,4,5,6,4,4,4,3,6,6,3,3,4,4,4,6,3,5,5,4,6,4,2,1,2,1,1,9,4,6,1,4,9,6,2,1,4,7,9,9,4,6,1,9,9,4,6,8,9,1,6,4,9,1,9,4,4,9,5,1,9,1,1,9,9,8,3,6,9,7,8,2,19,5,,3,5,1,1,Baptist,,2,6,5,9,5,4,3,3,4,1,Cont,Purity
4/23/2016 13:54,4/23/2016 14:33,2:00-3:00,2,3,3,,8,5,5,3,5,2,6,5,5,5,5,6,5,6,4,5,6,5,4,2,5,3,6,4,5,5,3,6,2,6,5,5,5,1,1,3,2,4,9,1,9,5,1,6,8,9,1,1,9,1,1,1,1,4,2,5,9,9,4,3,4,1,1,5,6,7,8,4,9,6,4,7,1,1,5,9,7,5,4,9,9,4,2,21,5,,2,6,1,1,Baptist,,4,6,5,9,6,6,6,6,2,1,Cont,Purity
4/25/2016 13:11,4/25/2016 13:49,1:30-2:30,1,6,3,,8,5,5,3,5,4,6,5,5,6,4,4,4,3,5,5,5,4,3,4,5,6,2,6,5,4,3,4,4,4,4,6,4,3,2,1,2,1,5,7,5,5,5,4,8,1,5,5,4,7,6,4,4,5,4,6,5,5,4,5,5,4,6,5,6,5,5,6,4,5,6,5,6,4,5,4,5,5,6,6,6,5,1,19,3,,4,1,1,1,methodist,,3,3,3,6,3,3,3,3,5,3,Cont,Care
4/25/2016 13:59,4/25/2016 14:56,2:30-3:30,1,6,3,,8,5,5,2,4,1,5,4,5,2,1,2,2,3,3,5,4,1,2,5,5,5,4,5,6,3,4,5,2,5,3,6,1,2,1,2,2,1,7,2,9,5,8,6,9,5,4,5,6,5,4,6,7,8,6,7,2,5,3,6,4,7,5,7,3,7,4,2,6,3,2,9,5,2,8,4,5,4,3,3,6,2,1,18,5,,3,4,1,1,non-denominational,,4,6,5,7,2,1,2,3,6,1,Cont,Purity
4/26/2016 17:14,4/26/2016 18:09,5:00-6:00,2,3,4,,8,0,10,5,1,5,1,5,2,1,1,1,5,1,1,1,1,6,3,5,3,3,2,1,3,2,2,6,1,6,4,5,6,4,4,1,4,1,5,4,5,6,2,1,9,1,1,4,1,9,9,2,5,4,6,1,4,9,4,9,6,5,9,5,1,6,1,6,4,6,5,6,4,1,8,4,5,1,1,7,6,6,2,19,5,,1,7,1,1,None,,3,4,4,7,6,7,3,6,3,1,Cont,Care
4/27/2016 13:28,4/27/2016 14:03,1:30-2:30,1,6,1,,8,5,5,4,4,5,6,3,6,4,5,6,3,6,6,6,6,2,4,3,5,5,5,5,5,6,5,6,6,6,6,5,1,4,1,1,5,1,8,6,9,7,5,9,5,1,1,5,4,5,7,3,6,5,5,4,7,7,5,7,7,6,6,5,6,3,8,5,6,9,8,9,5,5,7,4,6,5,5,8,8,7,1,20,2,,4,3,1,1,Baptist,,4,2,2,4,3,4,3,5,5,3,Cont,Purity
4/27/2016 14:12,4/27/2016 15:22,2:30-3:30,1,6,4,,8,5,5,6,5,4,6,5,5,5,5,6,4,6,6,4,5,6,5,2,6,2,4,6,5,5,5,5,2,6,5,6,5,4,1,4,1,1,9,1,5,3,9,9,7,9,1,5,9,2,9,6,4,4,5,5,5,6,6,6,6,3,4,6,4,5,1,1,5,5,5,4,5,1,9,6,9,6,4,9,9,5,1,21,5,,2,6,1,1,Non-denomination,,4,4,4,7,7,6,4,5,3,1,Cont,Care
4/28/2016 12:49,4/28/2016 13:26,1:00-2:00,2,5,1,,8,5,5,5,4,4,5,5,5,4,5,5,4,4,5,5,5,3,3,5,5,2,4,5,4,5,4,4,5,5,4,5,6,4,3,1,3,1,6,2,5,2,6,6,4,6,2,4,6,1,4,2,5,2,6,6,4,6,6,6,4,6,2,7,2,7,6,7,7,7,5,7,2,2,7,7,4,5,2,7,7,4,2,19,5,,3,4,1,1,Baptist,,4,6,4,8,4,4,5,5,4,3,Cont,Care
9/6/2016 9:04,9/6/2016 10:20,9:30-10:30,2,5,2,,8,4,6,5,5,3,5,4,5,4,5,5,3,4,5,5,5,4,4,6,6,4,4,6,5,3,5,2,5,6,4,4,2,3,1,1,4,1,8,3,5,2,7,4,6,2,3,3,7,4,6,6,3,6,6,5,7,8,2,6,7,7,4,4,5,8,3,4,8,9,4,7,3,4,5,3,8,3,4,7,7,6,2,18,1,,3,5,1,1,Presbyterian,,4,3,5,9,4,5,2,2,6,1,Cont,Purity
9/7/2016 7:48,9/7/2016 8:36,8:00-9:00,2,5,1,,0,4,6,6,5,3,5,5,5,5,6,5,4,6,6,6,5,6,4,6,5,5,5,6,6,6,5,4,3,6,6,5,4,3,1,1,2,3,5,8,5,2,7,6,8,5,4,1,7,5,9,4,5,5,2,5,5,7,7,6,4,1,1,7,3,9,6,5,7,7,4,5,1,1,6,9,7,1,4,6,8,6,2,18,1,,4,4,1,1,Baptist,,5,6,6,9,2,2,2,4,5,1,Cont,Care
9/8/2016 9:18,9/8/2016 9:58,9:30-10:30,2,5,1,,8,5,5,5,6,3,6,6,6,6,6,3,6,6,6,6,6,1,2,2,4,3,4,6,5,2,4,5,2,6,5,6,4,2,2,1,3,1,6,1,5,5,4,8,4,6,4,3,8,6,9,9,6,9,9,9,4,8,9,9,6,1,5,6,4,9,3,5,7,9,5,2,3,4,9,7,9,4,4,6,6,6,2,19,3,,4,2,1,2,,,3,4,5,6,5,5,1,1,5,1,Cont,Care
9/9/2016 8:45,9/9/2016 9:24,9:00-10:00,2,5,3,,8,2,8,3,4,4,5,5,5,5,5,4,4,4,5,5,4,4,3,5,5,5,2,4,5,4,5,5,4,5,5,5,2,4,1,2,4,1,8,8,8,7,7,6,7,4,4,5,6,5,4,4,4,5,4,7,6,6,4,5,4,4,5,5,7,5,6,4,5,6,4,7,5,4,6,6,5,5,4,5,6,5,2,20,2,,3,4,1,2,,,2,3,3,6,3,5,2,2,6,3,Cont,Purity
9/13/2016 9:06,9/13/2016 9:45,9:15-10:15,2,5,4,,8,5,5,5,4,3,4,4,4,2,4,3,2,3,4,4,3,4,4,4,4,2,5,5,3,3,3,3,3,5,4,4,3,2,1,4,1,4,7,5,8,1,7,8,7,9,2,2,7,2,6,5,5,4,4,4,5,5,4,5,2,2,4,6,2,6,5,3,5,6,3,4,3,4,5,5,5,2,4,5,6,4,2,19,5,,3,6,1,1,Baptist,,,5,4,7,4,5,3,5,4,1,Cont,Care
9/13/2016 11:40,9/13/2016 12:32,12:00-1:00,2,4,1,,8,3,7,1,4,3,4,3,4,4,4,4,2,3,5,5,4,5,4,4,4,5,5,5,5,2,4,5,2,4,4,5,2,3,3,1,4,1,2,7,2,8,2,2,8,1,6,7,2,1,5,3,4,3,4,7,4,6,6,5,3,5,2,2,8,2,6,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,19,5,,3,6,2,7,,,1,2,1,1,3,5,3,2,5,1,Cont,Purity
9/15/2016 9:06,9/15/2016 9:42,9:15-10:15,2,5,1,,8,5,5,5,5,3,6,5,5,3,4,5,4,4,5,5,2,4,4,5,5,5,5,6,4,4,5,5,4,6,4,5,4,1,1,1,2,2,5,8,6,5,5,4,9,4,5,6,5,5,6,6,6,6,6,8,5,6,6,5,6,8,5,6,6,5,6,5,4,6,5,5,4,5,6,6,5,4,6,6,7,7,2,19,5,,3,4,1,2,,,3,4,3,7,4,5,3,4,4,1,Cont,Purity
9/15/2016 12:10,9/15/2016 12:52,12:30-1:30,2,2,1,,8,4,6,2,5,3,5,5,5,2,3,5,1,5,6,4,4,4,4,6,5,6,2,6,5,2,2,1,3,6,4,5,5,4,4,1,3,1,5,7,6,4,6,5,7,4,4,5,4,5,5,4,5,4,6,5,4,6,5,6,4,5,6,4,5,4,4,4,4,7,5,6,6,4,4,4,4,4,4,4,4,4,2,19,6,biracial,2,7,1,1,Presbyterian,,4,4,2,5,3,2,1,4,4,3,Cont,Care
9/16/2016 7:57,9/16/2016 8:34,8:00-9:00,2,5,1,,8,5,5,4,5,3,6,5,6,6,5,5,3,4,5,5,5,5,5,4,6,5,5,6,6,3,5,4,5,6,5,6,3,1,1,2,2,3,8,1,9,5,9,9,5,8,1,4,5,3,9,6,6,7,6,8,5,8,2,5,7,6,6,5,4,4,5,4,5,7,6,4,4,4,5,4,4,5,6,7,9,4,2,19,5,,4,2,1,1,Quaker,,2,4,3,6,5,6,3,3,3,3,Cont,Purity
9/19/2016 7:54,9/19/2016 8:22,8:00-9:00,2,5,3,,8,5,5,1,6,1,6,6,3,1,6,1,1,3,6,6,1,1,1,6,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,9,1,9,1,1,9,1,9,9,1,9,9,9,9,1,9,1,1,9,9,9,1,9,1,9,9,1,9,1,9,1,1,1,1,1,1,9,1,1,1,9,9,9,2,20,5,,2,7,1,10,,I dont subscribe to any particular religion but pull from hinduism and buddhism among others  I would also like to add that throughout the study i replaced the word religion with spirituality and replace God with higher power and replace prayer with meditation and introspection,1,6,1,9,1,7,4,1,5,2,Cont,Care
9/20/2016 11:40,9/20/2016 12:53,12:00-1:00,2,4,1,,8,5,5,4,4,3,4,4,4,3,5,4,4,5,5,4,4,3,4,2,4,4,4,3,2,4,4,4,2,6,5,5,1,2,2,1,3,2,7,6,4,4,5,3,3,5,2,1,7,2,5,2,5,4,5,7,4,6,3,3,7,4,4,6,1,6,5,5,6,5,4,6,4,4,8,8,6,4,4,6,8,4,2,18,5,,2,7,1,1,Non-Denominational,,3,4,4,8,6,6,5,5,2,1,Cont,Purity
9/20/2016 12:53,9/20/2016 13:26,1:00-2:00,2,4,4,,8,5,5,4,6,4,5,6,5,5,5,5,4,4,4,5,5,4,5,3,5,6,3,6,4,3,5,5,2,6,5,3,2,3,3,1,3,1,6,9,7,2,2,1,9,4,2,5,5,6,4,5,4,4,4,7,8,8,4,4,2,4,9,9,5,5,8,6,7,8,8,9,9,6,7,2,8,2,8,8,4,4,2,18,1,,4,3,1,1,Baptist,,3,5,4,5,4,4,4,4,2,3,Cont,Care
9/20/2016 14:04,9/20/2016 14:57,2:30-3:30,2,2,2,,8,5,5,4,6,3,6,6,5,4,6,5,4,5,6,6,6,2,4,6,5,5,3,6,6,4,6,3,4,6,6,4,4,2,1,1,2,2,7,8,7,7,8,6,6,6,1,2,6,5,8,3,4,1,5,9,6,7,1,2,2,4,4,5,5,8,9,5,6,9,9,9,5,1,4,6,6,4,1,6,7,9,2,18,5,,3,4,1,2,,,4,3,5,8,6,6,7,7,2,3,Cont,Purity
9/20/2016 16:22,9/20/2016 16:48,4:30-5:30,1,6,1,,8,6,4,5,5,3,5,6,5,2,5,5,4,4,4,5,5,4,4,4,6,6,3,3,2,3,4,3,4,5,5,5,2,1,1,2,2,1,7,3,6,3,6,5,5,6,2,3,6,4,6,5,6,7,6,7,5,8,4,8,6,8,4,6,4,8,4,4,8,6,6,4,4,4,6,7,7,6,6,6,7,7,1,19,5,,2,6,1,1,Baptist,,3,5,5,9,3,2,5,5,4,1,Cont,Purity
9/22/2016 12:07,9/22/2016 12:49,12:30-1:30,2,2,2,,8,5,5,6,3,3,4,4,3,2,4,3,2,4,3,4,3,4,5,6,6,4,6,6,4,4,5,5,4,4,5,5,2,4,2,3,2,2,5,1,2,1,1,3,2,2,5,5,6,6,6,4,7,3,4,9,3,9,2,9,1,6,2,9,3,9,6,7,9,9,4,7,2,6,7,9,3,7,9,9,9,9,2,19,2,,3,6,1,6,,,5,6,6,9,3,2,5,6,4,1,Cont,Care
9/22/2016 13:06,9/22/2016 14:22,1:30-2:30,2,2,1,,8,6,4,3,4,4,6,6,6,4,6,4,4,6,6,6,6,4,3,4,6,6,1,6,5,3,3,5,6,5,5,6,6,3,1,2,1,3,5,7,1,9,5,1,4,1,9,4,4,9,4,6,9,6,9,9,9,6,1,9,6,9,6,4,9,4,1,1,4,9,1,4,4,1,6,4,4,5,4,4,7,9,2,20,3,,3,2,1,2,,,3,5,3,5,2,2,2,2,6,1,Cont,Purity
9/27/2016 11:10,9/27/2016 12:17,11:30-1:30,2,4,1,,8,4,6,5,3,3,3,5,5,5,6,5,4,5,5,6,5,6,5,6,6,6,4,6,5,5,6,5,6,6,5,4,3,4,3,4,3,4,9,4,7,5,6,6,3,6,4,5,7,4,8,7,6,5,6,9,6,6,6,5,6,6,6,6,6,6,5,6,6,8,7,8,6,6,6,6,5,6,5,6,6,5,2,24,5,,3,1,1,1,Baptist,,3,3,3,7,2,6,2,4,5,3,Cont,Care
9/29/2016 11:19,9/29/2016 12:13,12:30-1:30,2,4,3,,8,5,5,6,5,4,5,4,4,4,6,4,5,6,6,6,5,3,4,6,5,3,4,4,5,2,4,5,3,6,4,4,3,1,1,3,2,2,8,9,4,2,4,4,6,8,1,1,9,5,9,4,6,3,8,1,2,6,2,2,1,5,1,9,1,8,4,1,8,7,4,6,1,4,9,9,6,1,5,9,6,5,2,18,5,,1,7,1,1,Evangelical,,5,6,5,9,6,7,7,7,1,1,Cont,Purity
10/3/2016 14:18,10/3/2016 15:18,2:30-3:30,1,6,4,,8,3,7,5,6,4,5,5,6,4,4,3,2,5,4,5,3,4,4,1,5,1,6,5,6,5,4,6,1,6,5,6,3,4,1,2,4,1,6,9,6,4,6,7,8,2,3,6,7,3,8,6,5,6,9,6,1,4,6,7,4,5,9,6,4,9,5,4,4,4,4,1,4,2,5,4,6,6,1,7,9,1,1,18,5,,2,7,1,1,Baptist,,3,4,5,6,5,6,5,7,2,3,Cont,Purity
10/4/2016 9:21,10/4/2016 10:02,9:30-10:30,2,5,2,,8,5,5,6,4,4,6,6,5,5,6,6,4,4,5,5,4,5,5,5,6,6,4,5,6,5,4,6,3,6,4,4,2,1,1,3,2,3,6,7,6,5,6,3,6,2,1,5,5,6,6,6,5,4,8,5,3,9,3,4,4,5,4,6,4,4,4,3,7,6,4,9,4,3,5,4,5,5,4,6,6,4,2,21,5,,2,6,1,1,Episcopalian ,,2,5,4,8,5,6,3,3,3,3,Cont,Purity
10/6/2016 11:44,10/6/2016 12:54,12:00-1:00,2,4,1,,8,5,5,3,5,2,5,5,5,2,4,2,3,5,5,5,4,1,4,4,4,6,2,4,4,3,1,5,2,4,4,4,1,2,1,2,2,2,7,7,6,4,4,4,2,5,2,4,8,1,4,1,5,2,5,4,5,5,4,4,3,3,4,5,4,6,5,5,5,5,4,4,4,4,4,6,5,4,5,6,5,4,2,28,2,,4,2,1,1,Reformed Baptist,,,4,5,6,5,5,5,5,2,3,Cont,Purity
10/7/2016 12:41,10/7/2016 13:58,1:00-2:00,2,3,1,,1,5,5,5,5,2,6,5,4,4,5,4,5,4,5,5,4,4,2,5,6,5,1,6,5,4,5,4,3,6,4,6,3,4,3,1,2,1,4,7,5,5,3,1,8,5,4,4,5,5,5,4,4,1,1,5,5,6,5,6,1,5,5,7,5,6,4,5,6,6,4,8,5,1,6,5,5,2,5,6,4,5,2,19,2,,3,4,1,2,,,2,6,3,7,4,4,4,4,4,3,Cont,Care
10/11/2016 11:34,10/11/2016 12:31,12:00-1:00,2,4,1,,8,5,5,6,4,4,5,5,5,4,5,6,4,5,5,5,4,4,2,5,4,3,4,6,5,3,5,4,5,5,5,6,3,2,1,3,1,2,6,3,5,2,4,3,4,8,2,1,8,4,5,2,5,5,3,6,7,8,3,6,5,4,6,6,4,5,6,3,7,6,6,5,4,2,5,4,7,6,4,5,7,7,2,18,1,,2,7,1,1,Non-Denominational Christian,,3,5,5,7,4,4,2,2,6,1,Cont,Care
10/11/2016 13:33,10/11/2016 15:08,2:30-3:30,2,2,1,,8,5,5,6,6,3,5,5,5,5,5,6,4,5,6,5,5,5,4,3,5,6,4,6,6,5,5,5,2,6,6,6,4,1,1,1,3,2,8,5,6,4,6,6,2,6,3,3,5,3,7,5,4,5,4,7,6,6,4,5,4,6,4,7,4,8,7,6,6,6,5,5,4,6,4,5,4,3,5,6,6,5,2,18,5,,2,7,1,1,methodist,,4,4,6,7,6,6,6,7,2,1,Cont,Purity
10/11/2016 15:02,10/11/2016 15:56,3:30-4:30,1,6,2,,8,6,4,4,3,2,3,4,3,3,5,4,2,2,4,5,4,3,3,4,5,3,4,5,4,2,4,5,1,4,4,3,3,3,1,1,2,1,4,6,4,5,2,1,7,1,4,4,6,6,8,5,6,2,9,5,4,7,1,6,1,6,6,8,4,4,5,6,5,6,4,8,4,1,9,6,4,4,6,6,8,7,1,18,1,,2,6,1,2,,,3,3,4,7,3,5,2,4,4,1,Cont,Care
10/13/2016 9:21,10/13/2016 10:02,9:30-10:30,2,5,1,,8,5,5,4,3,4,6,6,5,5,6,4,5,4,5,6,5,6,6,4,6,3,5,5,5,4,5,6,5,6,5,5,4,2,2,4,1,3,9,8,4,1,5,8,3,9,1,1,9,1,1,1,1,2,2,9,2,6,2,2,2,1,1,8,1,8,3,6,8,1,3,2,1,1,9,9,8,2,1,9,5,2,2,18,5,,2,5,1,1,Baptist,,3,5,5,7,6,6,5,6,2,1,Cont,Care
10/13/2016 13:40,10/13/2016 14:23,2:00-3:00,2,4,1,,8,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,3,5,2,6,6,6,2,2,4,1,2,1,8,1,1,1,4,5,1,1,3,1,9,1,5,5,7,5,6,9,5,9,4,4,5,5,2,9,1,9,5,4,9,7,4,7,1,4,7,7,6,1,1,9,6,5,2,18,5,,3,5,1,1,Lutheran,,5,6,5,7,6,5,5,6,3,3,Cont,Care
